#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-09-28T14:34:31 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
# https://vizier.u-strasbg.fr/viz-bin/VizieR-4
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ615326603ea099	
#INFO	-out.max=99999	
#INFO	queryParameters=21	
#-oc.form=dec
#-out.max=99999
#-order=I
#-nav=cat:IV/22&tab:{IV/22/index}&key:source=IV/22/index&HTTPPRM:&&-ref=VIZ615326603ea099&-out.max=99999&-out.form=HTML Table&-order=I&-oc.form=sexa&-out.src=IV/22/index&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out=FK5&-out=RAJ2000&-out=pmRA&-out=DEJ2000&-out=pmDE&-out=Vmag&-out=Sp&-out=DM&-out=SAO&-out=HD&-out=name&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=IV/22/index
#-source=IV/22/index
#-out=FK5
#-out=RAJ2000
#-out=pmRA
#-out=DEJ2000
#-out=pmDE
#-out=Vmag
#-out=Sp
#-out=DM
#-out=SAO
#-out=HD
#-out=name
#

#RESOURCE=yCat_4022
#Name: IV/22
#Title: FK5 - SAO - HD - Common Name Cross Index (Smith 1996)
#Table	IV_22_index:
#Name: IV/22/index
#Title: The catalog
#Column	FK5	(I4)	The FK5 number (Cat. I/149, I/175) (2)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A12)	Right Ascension hours (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	pmRA	(F7.3)	Proper motion in right ascension	[ucd=pos.pm;pos.eq.ra]
#Column	DEJ2000	(A12)	Declination degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	pmDE	(F7.2)	Proper motion in declination	[ucd=pos.pm;pos.eq.dec]
#Column	Vmag	(F5.2)	Visual magnitude	[ucd=phot.mag;em.opt.V]
#Column	Sp	(A2)	Spectral type	[ucd=src.spType]
#Column	DM	(a10)	Durchmusterung Identification (1)	[ucd=meta.id]
#Column	SAO	(I6)	? SAO number (Cat. I/131) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	HD	(I6)	? HD number (Cat. III/135) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	name	(a20)	Common name or variable name	[ucd=meta.id]
FK5|RAJ2000|pmRA|DEJ2000|pmDE|Vmag|Sp|DM|SAO|HD|name
 802|21 20 45.636|  0.611|-40 48 34.53|  -0.48| 4.82|A2|CD-4114475|230644|203006|
 804|21 22 05.198|  0.748|+19 48 16.26|   6.36| 4.08|K0|BD+19 4691|107073|203504|
1561|21 22 14.803|  0.227|-16 50 04.48|   0.45| 4.28|K0|BD-17 6245|164346|203387|
1562|21 24 11.499|  0.622|-12 52 41.27|   0.85| 5.49|A5|BD-13 5923|164364|203705|
1563|21 26 15.439|  0.043|-54 39 37.83|   3.63| 6.10|F0|CP-55 9586|247031|203760|
 805|21 26 26.596|  1.270|-65 21 58.43|  79.93| 4.22|F8|CP-65 3918|254999|203608|
 806|21 26 40.034|  0.007|-22 24 40.81|   2.33| 3.74|G5|CD-2215388|190341|204075|
1564|21 28 24.848|  0.074|+08 11 44.28|  -2.48| 6.40|M0|BD+07 4696|126818|204445|
 809|21 28 39.600|  0.207|+70 33 38.61|   0.70| 3.23|B1|BD+69 1173| 10057|205021|ALFIRK
 807|21 29 26.957|  0.436|+46 32 26.15|  10.41| 5.24|K0|BD+45 3558| 50934|204771|
1565|21 29 56.896|  0.176|+23 38 19.84|   0.42| 4.57|K5|BD+23 4325| 89752|204724|
 808|21 31 33.538|  0.141|-05 34 16.25|  -0.82| 2.91|G0|SD-06 5770|145457|204867|SADALSUUD
1566|21 32 14.587| -0.006|-33 56 40.72|  -0.37| 5.97|A2|CD-3415110|213078|204854|
1567|21 33 23.528| -0.156|-44 50 55.46|  -0.72| 5.57|K0|CD-4514367|230737|204960|
1568|21 33 58.855| -0.218|+45 35 30.63|  -9.42| 4.02|K0|BD+44 3865| 51035|205435|
 811|21 36 56.976| -0.006|+40 24 48.76|   1.31| 5.01|A5|BD+39 4612| 51101|205835|
1569|21 37 45.113|  0.784|-07 51 15.21|  -2.50| 4.69|A5|SD-08 5701|145537|205767|
1570|21 37 45.434|  0.716|+19 19 06.90|   1.34| 5.45|F0|BD+18 4827|107288|205852|
 813|21 38 57.626| -0.015|+57 29 20.62|  -0.35| 5.62|Q&|BD+56 2617| 33626|206267|
 812|21 40 05.457|  1.322|-16 39 44.40|  -2.35| 3.68|F0|BD-17 6340|164560|206088|NASHIRA
 810|21 41 28.548|  1.373|-77 23 24.18| -24.04| 3.76|K0|CP-77 1510|257948|205478|
 817|21 41 55.296|  2.428|+71 18 41.24|   9.90| 4.56|K0|BD+70 1193| 10126|206952|
 815|21 44 11.164|  0.207|+09 52 29.92|  -0.06| 0.70|K0|BD+09 4891|127029|206778|ENIF
 814|21 44 56.817|  0.273|-33 01 32.87|  -9.44| 4.34|A0|CD-3315734|213258|206742|
1572|21 45 26.930| -0.042|+61 07 14.87|  -0.27| 4.29|A2|BD+60 2288| 19624|207260|
1571|21 45 44.520|  0.770|+35 51 26.37|   1.15| 6.40|K0|BD+35 4626| 71675|207088|
 818|21 46 32.104|  0.208|-11 21 57.37|  -0.83| 5.57|A0|BD-12 6087|164639|207052|
 821|21 46 47.610|  0.044|+49 18 34.46|  -0.20| 4.23|B3|BD+48 3504| 51293|207330|
 819|21 47 02.448|  1.827|-16 07 38.27| -29.66| 2.87|A5|BD-16 5943|164644|207098|DENEB ALGEDI
1574|21 47 13.971|  0.067|+02 41 10.02|  -0.32| 5.64|A0|BD+02 4414|127060|207203|
1573|21 48 15.758|  1.637|-47 18 13.18| -29.76| 5.58|G5|CD-4713928|230846|207129|
1575|21 49 50.693|  0.145|+30 10 27.15|  -2.70| 5.04|A0|BD+29 4525| 90040|207650|
 820|21 50 47.148| -0.600|-69 37 46.07|  -0.16| 5.53|K2|CP-70 2873|255087|207241|
1576|21 51 24.621|  2.500|-23 16 14.31|  -8.64| 6.85|F8|CD-2317135|190685|207692|
1578|21 52 46.942|  0.905|+73 42 08.25|   2.30| 6.64|A0|BD+72 1003| 10186|208509|
 823|21 53 03.766|  0.070|+25 55 30.44|  -0.21| 5.08|B3|BD+25 4635| 90075|208057|
1577|21 53 17.778|  2.148|-13 33 06.44|   1.25| 5.08|F0|BD-14 6149|164713|207958|
 822|21 53 55.730|  0.859|-37 21 53.60|  -2.11| 3.01|B8|CD-3714536|213374|207971|
1579|21 56 23.983|  0.016|+21 14 23.46|   1.53| 6.40|K5|BD+20 5046| 90112|208527|
 824|21 57 55.080|  0.553|-54 59 33.37|  -0.66| 4.40|F0|CP-55 9733|247244|208450|
1580|21 58 54.990|  0.005|-04 22 23.30| -25.44| 6.22|K0|SD-05 5674|145784|208801|
 826|22 01 05.355|  0.404|+13 07 11.39|  -5.72| 5.60|F2|BD+12 4737|107587|209166|
 825|22 03 21.643| 48.212|-56 47 09.58|-253.81| 4.69|K5|CP-5710015|247287|209100|
 830|22 05 00.505|  0.224|+62 47 08.47|   5.85| 5.27|K5|BD+62 2029| 19847|209960|
 827|22 05 47.038|  0.131|-00 19 11.47|  -0.96| 2.96|G0|BD-01 4246|145862|209750|SADALMELIK
1581|22 06 06.895| -0.195|-39 32 36.05| -12.39| 4.46|K2|CD-4014639|213543|209688|
 828|22 06 26.229|  0.285|-13 52 10.77|  -5.56| 4.27|B8|BD-14 6209|164861|209819|
 831|22 07 00.673|  2.200|+25 20 42.32|   2.46| 3.76|F5|BD+24 4533| 90238|210027|
 829|22 08 14.000|  1.259|-46 57 39.59| -15.10| 1.74|B5|CD-4714063|230992|209952|AL NA'IR
 832|22 08 23.019|  0.633|-32 59 18.68|  -3.06| 4.50|A2|CD-3315922|213576|210049|
 833|22 09 13.640| -0.473|+33 10 20.44|  -6.71| 5.58|K0|BD+32 4352| 72064|210354|
 837|22 09 48.429|  0.713|+72 20 28.44|   0.31| 4.79|G5|BD+71 1111| 10265|210807|
 835|22 09 59.242| -0.113|+33 10 41.53|  -2.07| 4.29|F5|BD+32 4352| 72077|210459|
 834|22 10 11.987|  1.852|+06 11 52.26|   2.71| 3.53|A2|BD+05 4961|127340|210418|BIHAM
 836|22 10 51.285|  0.190|+58 12 04.49|   0.44| 3.35|K0|BD+57 2475| 34137|210745|
1648|22 13 10.580|  5.064|+86 06 28.68|   4.54| 5.27|A0|BD+85  383|  3721|212710|
1583|22 13 52.734|  0.329|+39 42 53.61|   1.26| 4.49|K2|BD+38 4711| 72155|211073|
 838|22 14 18.768|  0.199|-27 46 00.92|   0.19| 5.44|B9|CD-2817653|190985|210934|
1582|22 14 38.230| -0.008|-15 49 06.75| -35.67| 6.54|G5|BD-16 6046|164949|211038|
 840|22 16 50.041|  0.817|-07 46 59.91|  -2.21| 4.16|K0|SD-08 5845|145991|211391|ANCHA
 841|22 18 30.099| -0.967|-60 15 34.59|  -4.32| 2.86|K2|CP-60 7561|255193|211416|
 839|22 20 01.497|  1.718|-80 26 23.17|  -4.50| 5.10|M3|CP-81  995|258928|210967|
 843|22 21 31.085|  0.059|+12 12 18.68|   0.56| 5.01|B3|BD+11 4784|107854|212076|
1584|22 21 35.580| -0.055|-21 35 53.71|  -8.50| 5.13|K0|SD-22 5897|191083|212010|
 842|22 21 39.378|  0.877|-01 23 14.44|   0.70| 3.84|A0|SD-02 5741|146044|212061|SADACHBIA
 844|22 23 33.623| -0.145|+52 13 44.60| -18.58| 4.43|K0|BD+51 3358| 34395|212496|
1585|22 25 16.627|  0.130|+01 22 38.51|   0.07| 4.66|B1|BD+00 4872|127520|212571|
1586|22 25 40.695|  0.198|+18 26 39.53|   2.66| 6.26|K0|BD+17 4746|107906|212670|
1587|22 28 37.657|  2.597|-67 29 20.61|  -7.20| 5.55|A3|CP-68 3493|255227|212728|
 845|22 28 39.215|  0.338|-39 07 54.59| -16.39| 5.47|K0|CD-3914723|213850|212953|
1588|22 29 07.998|  0.373|+09 07 44.37|  -2.24| 5.58|K2|BD+08 4874|127544|213119|
1589|22 29 10.229|  0.191|+26 45 47.48|  -0.44| 5.79|K2|BD+26 4439| 90544|213179|
 847|22 29 10.266|  0.191|+58 24 54.62|   0.14| 3.75|F5|BD+57 2548| 34508|213306|
 846|22 29 16.185|  0.259|-43 29 44.13|  -0.51| 3.97|G5|CD-4414931|231154|213009|
1593|22 29 52.939|  0.045|+78 49 27.36|  -2.20| 5.50|A2|BD+78  801| 10402|213798|
1590|22 30 01.824|  0.270|+32 34 21.47|  -1.37| 5.65|A0|BD+31 4708| 72406|213323|
1591|22 30 38.824|  0.020|-10 40 40.67|  -2.99| 4.82|A0|BD-11 5850|165134|213320|
 848|22 31 17.497|  1.435|+50 16 57.05|   1.87| 3.77|A0|BD+49 3875| 34542|213558|
1592|22 31 30.347|  0.509|-32 20 45.78|  -1.76| 4.29|A0|CD-3217126|213883|213398|
1670|22 31 37.390| -3.899|-85 58 02.30|   5.88| 5.77|K0|CP-86  406|258932|211539|
1594|22 32 16.200| -0.577|+76 13 35.10|  -1.13| 5.72|A0|BD+75  836| 10414|214035|
 849|22 34 41.643|  1.585|-20 42 29.55| -14.46| 5.20|F5|SD-21 6251|191235|213845|
 850|22 35 21.384|  0.608|-00 07 03.00|  -5.64| 4.02|B8|BD-00 4384|146181|213998|
 851|22 35 46.125|  4.061|+73 38 35.48|   2.34| 5.08|F0|BD+72 1049| 10425|214470|
1595|22 37 45.385| -0.451|-04 13 40.99| -11.98| 5.03|K0|SD-04 5716|146210|214376|
 853|22 38 39.047| -0.043|+63 35 03.96|  -2.50| 5.19|A2|BD+62 2102| 20190|214734|
 852|22 39 15.685|  0.009|+39 03 01.01|  -0.48| 4.88|Q&|BD+38 4826| 72575|214680|
 854|22 40 39.357|  0.226|-27 02 37.04|  -0.12| 4.17|B8|CD-2716010|191318|214748|
 855|22 41 27.731|  0.546|+10 49 52.85|  -1.25| 3.40|B8|BD+10 4797|108103|214923|HOMAM
 856|22 42 40.063|  1.335|-46 53 04.69|  -0.83| 2.11|M3|CD-4714308|231258|214952|
 857|22 43 00.143|  0.113|+30 13 16.52|  -2.54| 2.94|G0|BD+29 4741| 90734|215182|MATAR
 858|22 44 05.487| -0.065|+41 49 09.30|   0.38| 5.08|K0|BD+41 4594| 52317|215373|
1596|22 45 28.177| -0.184|+19 21 59.59|   5.59| 6.25|K0|BD+18 5046|108154|215510|
1669|22 45 28.562|  5.333|-88 49 06.16|  -4.00| 6.57|A5|CP-89   53|258931|206553|
 924|22 46 03.350| -2.972|-81 22 53.91|  -0.13| 4.15|F0|CP-82  889|258941|214846|
 859|22 46 31.883|  0.422|+23 33 56.35|  -0.99| 3.95|K0|BD+22 4709| 90775|215665|
1598|22 47 29.761|  0.017|-01 47 19.64|  -1.22| 7.44|K2|SD-02 5826|146310|215749|
1597|22 47 33.130| -0.718|-19 36 48.12| -20.43| 5.25|G5|SD-20 6486|165293|215721|
 860|22 48 33.301|  1.150|-51 19 00.74|  -7.12| 3.49|A2|CD-5113389|247593|215789|
 861|22 49 35.506| -0.083|-13 35 33.45|  -3.75| 4.01|K5|BD-14 6354|165321|216032|
 863|22 49 40.821| -1.077|+66 12 01.51| -12.50| 3.52|K0|BD+65 1814| 20268|216228|
 862|22 50 00.201|  1.076|+24 36 05.71|  -4.21| 3.48|K0|BD+23 4615| 90816|216131|SADALBARI
1599|22 51 02.170|  0.189|-39 09 24.79|  -1.08| 5.42|K2|CD-3914848|214134|216149|
 864|22 52 36.862|  0.077|-07 34 46.60|   3.70| 3.74|M0|SD-08 5968|146362|216386|
1649|22 54 24.765|  6.239|+84 20 46.49|   2.61| 4.71|K5|BD+83  640|  3816|217382|
 866|22 54 39.017| -0.277|-15 49 14.95|  -2.54| 3.27|A2|BD-16 6173|165375|216627|SKAT
 865|22 54 39.436| -0.970|-70 04 25.46|   7.17| 6.05|G0|CP-70 2971|258084|216437|
1600|22 55 02.647|  0.715|+37 04 36.52|   0.72| 5.91|F2|BD+36 4956| 72838|216756|
 867|22 57 39.055|  2.551|-29 37 20.10| -16.47| 1.16|A3|CD-3019370|191524|216956|FOMALHAUT
 868|23 00 52.808| -0.739|-52 45 14.89|  -1.44| 4.12|G5|CP-5310382|247680|217364|
 869|23 01 55.267|  0.204|+42 19 33.50|  -0.63| 3.62|B5|BD+41 4664| 52609|217675|
1601|23 03 29.818|  0.614|-34 44 58.04|   8.04| 5.11|F0|CD-3515630|214275|217792|
 870|23 03 46.464|  1.431|+28 04 58.10|  13.74| 2.42|M0|BD+27 4480| 90981|217906|SCHEAT
1602|23 03 52.617|  0.090|+03 49 12.14|  -1.06| 4.53|B5|BD+03 4818|127934|217891|
 871|23 04 45.658|  0.436|+15 12 18.90|  -4.25| 2.49|A0|BD+14 4926|108378|218045|MARKAB
1603|23 07 00.270|  0.076|+09 24 34.09|  -1.40| 4.52|M0|BD+08 4997|127976|218329|
1604|23 07 45.391|  1.571|+49 17 44.92|  13.28| 5.70|F0|BD+48 3944| 52713|218470|
 873|23 09 26.801|  0.396|-21 10 20.63|   3.12| 3.66|K0|SD-21 6368|191683|218594|
1605|23 10 21.554|  1.289|-45 14 48.26|  -2.97| 3.90|K0|CD-4514947|231468|218670|
1606|23 11 44.196| -0.042|+08 43 12.38|  -0.57| 5.16|A3|BD+07 4991|128022|218918|
 875|23 13 16.978| 25.519|+57 10 06.25|  29.64| 5.56|K2|BD+56 2966| 35236|219134|BRADLEY 3077
1607|23 14 19.361|  0.279|-06 02 56.40| -19.62| 4.22|M0|SD-06 6170|146585|219215|
1608|23 15 53.503|  2.509|-09 05 15.85|  -1.64| 4.23|K0|SD-09 6156|146598|219449|
 876|23 16 57.664|  2.462|-62 00 04.33|  -2.62| 5.66|G0|CP-62 6412|255446|219482|
 878|23 17 09.943|  5.090|+03 16 56.18|   1.70| 3.69|K0|BD+02 4648|128085|219615|
 877|23 17 25.767| -0.369|-58 14 08.62|   7.91| 3.99|F2|CP-58 8062|247814|219571|
 879|23 18 49.441|  0.150|-32 31 55.17|  -7.02| 4.41|K0|CD-3316476|214444|219784|
1609|23 18 57.685|  0.317|-09 36 38.56|  -0.19| 4.98|A0|BD-10 6094|146635|219832|
 880|23 20 38.247|  0.238|+23 44 25.25|  -0.75| 4.60|A5|BD+22 4810| 91186|220061|
1610|23 20 53.269|  1.106|+38 10 56.28|  -6.27| 5.77|F5|BD+37 4817| 73190|220117|
1611|23 21 15.517| -0.097|-26 59 12.43|  -1.17| 5.64|G5|CD-2716284|191840|220096|
1612|23 22 58.226| -0.853|-20 06 01.99|  -9.59| 3.97|K0|SD-20 6587|191858|220321|
 882|23 24 50.257|  0.153|+62 16 58.11|  -1.25| 4.98|K5|BD+61 2444| 20614|220652|
1613|23 24 50.836|  0.131|+32 23 05.53|   0.18| 5.57|A0|BD+31 4904| 73241|220599|
 881|23 25 22.789|  1.404|+23 24 14.81|   3.65| 4.40|G0|BD+22 4833| 91253|220657|
 883|23 26 36.580|  0.416|-52 43 17.95|  12.33| 5.52|F0|CP-5310461|247874|220729|
 884|23 26 55.957|  0.592|+01 15 20.07|  -9.72| 4.94|A2|BD+00 4998|128186|220825|
1614|23 27 58.104| -0.815|+06 22 44.24|  -4.50| 4.28|G5|BD+05 5173|128196|220954|
 925|23 28 03.683|  2.284|-87 28 56.19|   0.90| 5.49|K0|CP-88  204|258970|219765|
1615|23 29 02.219|  0.001|+16 00 45.04|  -0.25| 7.11|A2|BD+15 4830|108636|221114|
 885|23 29 09.304|  0.440|+12 45 38.01|   2.67| 4.55|K0|BD+11 5009|108638|221115|
 886|23 32 58.262|  0.737|-37 49 06.29|   2.07| 4.37|B9|CD-3815527|214615|221507|
1616|23 34 37.544| -0.147|+40 14 11.23|  -4.62| 5.59|A0|BD+39 5114| 73346|221756|
1617|23 35 04.565|  0.416|-42 36 54.40|  -0.06| 4.71|A2|CD-4315420|231675|221760|
 888|23 35 32.075|  0.008|-07 27 51.99|   1.64| 6.39|K0|SD-08 6142|146795|221835|
 890|23 37 33.854|  1.567|+46 27 29.43| -42.11| 3.82|K0|BD+45 4283| 53204|222107|
 889|23 37 51.002|  0.694|-45 29 32.56|  -1.44| 4.74|A2|CD-4614720|231707|222095|
 891|23 38 08.211|  0.270|+43 16 05.10|  -0.13| 4.29|B8|BD+42 4720| 53216|222173|
 893|23 39 20.824| -2.099|+77 37 56.80|  15.09| 3.21|K0|BD+76  928| 10818|222404|ERRAI
 892|23 39 57.041|  2.533|+05 37 34.56| -43.79| 4.13|F8|BD+04 5035|128310|222368|
1619|23 40 24.519|  0.776|+44 20 02.18|  -1.86| 4.14|A0|BD+43 4522| 53264|222439|
1618|23 40 38.155| -0.704|-32 04 23.31|  -5.47| 5.31|K0|CD-3217621|214701|222433|
1620|23 42 02.810| -0.859|+01 46 48.16| -15.51| 4.50|A5|BD+00 5037|128336|222603|
 894|23 42 43.349|  0.696|-14 32 41.64|  -6.60| 4.49|A0|BD-15 6476|165842|222661|
1621|23 44 12.083|  0.202|-18 16 36.92|  -0.33| 5.24|B8|BD-19 6500|165854|222847|
1622|23 46 02.058|  0.104|+46 25 13.10|  -0.52| 4.95|K0|BD+45 4321| 53355|223047|
 895|23 47 54.759|  0.255|+67 48 24.56|  -0.13| 5.04|A0|BD+67 1562| 20853|223274|
1623|23 47 56.545|  0.640|-02 45 41.76|   0.54| 5.49|K0|SD-03 5707|146915|223252|
 896|23 48 55.562|  0.792|-28 07 49.07| -10.64| 4.57|A0|CD-2818353|192167|223352|
1624|23 49 25.977| -0.019|-21 36 50.37|   0.77| 7.03|K0|SD-22 6199|192176|223429|
 897|23 50 14.736|  0.946|-09 58 27.05|   7.64| 5.94|K0|BD-10 6177|165911|223524|
 898|23 52 29.292| -0.037|+19 07 12.96|  -3.63| 5.08|M0|BD+18 5231|108878|223768|
1625|23 52 37.100| -0.195|+10 56 50.52|   0.12| 5.32|A3|BD+10 5004|108879|223781|
 899|23 54 23.042| -0.031|+57 29 57.88|  -0.20| 4.10|F8|BD+56 3111| 35879|224014|
1626|23 54 38.618|  3.213|-40 18 00.43|   2.76| 6.03|F8|CD-4015285|231842|224022|
1627|23 54 49.264| -0.122|+74 24 36.27|  -0.81| 6.62|B9|BD+73 1063| 10893|224098|
1650|23 56 27.723|  2.626|+83 11 28.17|   0.73| 6.59|A0|BD+82  743|  3994|224309|V CEP
1628|23 56 41.502| -0.162|+22 38 53.16|  -0.53| 6.15|M0|BD+21 4999| 91595|224303|
1629|23 57 45.535| -0.247|+25 08 28.98|  -3.32| 4.66|M0|BD+24 4865| 91611|224427|
 900|23 58 40.394| -0.341|-03 33 21.58|  -7.21| 4.86|K0|SD-04 5996|147008|224533|
 901|23 58 55.766|  0.608|-52 44 44.96|   6.06| 5.13|K0|CP-5310561|248087|224554|
 902|23 59 18.702|  1.028|+06 51 47.82| -11.51| 4.01|F5|BD+06 5227|128513|224617|
 903|23 59 54.974|  0.766|-65 34 37.72|  -2.42| 4.50|B9|CP-66 3819|255619|224686|

